clinic_name,description,medical_unit_type,clinic_schedule,primary_phone,secondary_phone,primary_email,website,address,clinic_street,clinic_number,clinic_city,clinic_county,clinic_other_details,facilities,clinic_specialities
Affidea Timisoara,"Affidea România a deschis, în Timisoara, centrul specializat în investigatia PET/CT pentru diagnosticarea incipienta, localizarea, stadializarea si evaluarea eficientei conduitei terapeutice în afectiunile oncologice, devenind primul centru de acest tip din judetul Timis care va deservi pacientii din întreaga zona de Vest a României.",Centru Medical,"{""L"": [{""startTime"": ""14:30"", ""endTime"": ""20:00""}], ""Ma"": [{""startTime"": ""14:30"", ""endTime"": ""20:00""}], ""Mi"": [{""startTime"": ""14:30"", ""endTime"": ""20:00""}], ""J"": [{""startTime"": ""14:30"", ""endTime"": ""20:00""}], ""V"": [{""startTime"": ""14:30"", ""endTime"": ""20:00""}], ""S"": [], ""D"": []}","{""label"": ""phone"", ""value"": ""0356 22 80 10""}","[{""label"": ""phone"", ""value"": ""0735 002 592""}, {""label"": ""fax"", ""value"": ""0356 228 011""}]",timisoara@affidea.com,www.affidea.ro,Bd Eroilor de la Tisa,,42,Timisoara,Timis,,,"[""Medicina Nucleara"", ""Radiologie - Imagistica Medicala""]"
Afiifea Mangalia,"Centrul de Diagnostic Imagistic Affidea Mangalia a fost înfiintat în iunie 2015, oferind servicii de diagnostic imagistic (Tomografie Computerizata) atât pacientilor asigurati prin sistemul national de asigurari de sanatate, cat si pacientilor în regim privat din toata tara, în special celor din judetul Constanta.",Centru Medical,"{""L"": [{""startTime"": ""08:00"", ""endTime"": ""16:00""}], ""Ma"": [{""startTime"": ""08:00"", ""endTime"": ""16:00""}], ""Mi"": [{""startTime"": ""08:00"", ""endTime"": ""16:00""}], ""J"": [{""startTime"": ""08:00"", ""endTime"": ""16:00""}], ""V"": [{""startTime"": ""08:00"", ""endTime"": ""16:00""}], ""S"": [], ""D"": []}",,,mangalia@affidea.com,www.affidea.ro,"Str Rozelor nr 2Constanta, Mangalia",,,,,,,"[""Investigatii Imagistica"", ""Medicina Nucleara"", ""Radiologie - Imagistica Medicala""]"
Agora Medical,,Clinica Medicala,"{""L"": [{""startTime"": ""13:00"", ""endTime"": ""20:00""}], ""Ma"": [{""startTime"": ""13:00"", ""endTime"": ""20:00""}], ""Mi"": [{""startTime"": ""08:00"", ""endTime"": ""15:00""}], ""J"": [], ""V"": [{""startTime"": ""13:00"", ""endTime"": ""20:00""}], ""S"": [], ""D"": []}",,,,,,,,,,,,"[""Cardiologie""]"
AIS Clinics & Hospital,"Ne desfasuram activitatea intr-o cladire medicala moderna, dotata cu aparaturi ultra performante deservind mai mult de 20 de specialitati. Baza dezvoltarii noastre este data de calitatea sericiilor oferite si de experienta si profesionalismul cadrelor noastre medicale. In cadrul clinicii puteti beneficia de servicii medicale gratuite in baza contractului nostru cu CASMB. Pentru orice fel de afectiuni se pot realiza controale, consultatii, investigatii si tratamente prin metode de ultima generatie, aveti la dispozitie servicii medicale complete pentru urmatoarele specialitati: cardiologie, dermatologie, endocrinologie, obstetrica - ginecologie, hematologie, medicina estetica, medicina de familie, medicina interna, medicina muncii, neurologie, oftalmologie, ORL, ortopedie, pediatrie, urologie. In clinica AIS beneficiati de un serviciu medical integrat: medicina de familie, specialitati medicale, faramcii, toate in acelasi loc, serviciu bazat pe economisirea duratei de tratare a afectiunilor, a timpului pierdut in trafic, invoirilor de la locul de munca, in scopul de a aloca timpul ramas vietii private si bucuriilor de zi cu zi.",Clinica Medicala,"{""L"": [{""startTime"": ""07:00"", ""endTime"": ""21:00""}], ""Ma"": [{""startTime"": ""07:00"", ""endTime"": ""21:00""}], ""Mi"": [{""startTime"": ""07:00"", ""endTime"": ""21:00""}], ""J"": [{""startTime"": ""07:00"", ""endTime"": ""21:00""}], ""V"": [{""startTime"": ""07:00"", ""endTime"": ""21:00""}], ""S"": [], ""D"": []}",,,contact@aisclinic.ro,http://aisclinic.ro,Sos. Alexandriei ,,144,Bucuresti,Bucuresti,,"[""Rezultate analize - online"", ""Cai de acces pentru persoane cu dizabilitati"", ""Farmacie in clinica""]","[""Cardiologie"", ""Chirurgie Plastica, Estetica si Microchirurgie Reconstructiva"", ""Dermatovenerologie"", ""Endocrinologie"", ""Hematologie"", ""Medicina de Laborator (Analize medicale)"", ""Medicina Generala"", ""Medicina Interna"", ""Medicina Muncii"", ""Neurologie"", ""Obstetrica - Ginecologie"", ""Oftalmologie"", ""Ortopedie si Traumatologie"", ""Otorinolaringologie (ORL)"", ""Pediatrie"", ""Radiologie - Imagistica Medicala"", ""Recuperare, Medicina Fizica si Balneologie"", ""Urologie""]"
Albion Medical,"Medicii, psihologii si psihoterapeutii nostri sunt oameni care va vor trata cu respect, intelegere si grija si va vor ajuta sa gasiti cele mai bune solutii terapeutice pentru dumneavoastra, fiind profesionisti competenti, cu o inalta tinuta morala.",Cabinet Psihologie si/sau Psihoterapie,"{""L"": [{""startTime"": ""09:00"", ""endTime"": ""20:00""}], ""Ma"": [{""startTime"": ""09:00"", ""endTime"": ""20:00""}], ""Mi"": [{""startTime"": ""09:00"", ""endTime"": ""20:00""}], ""J"": [{""startTime"": ""09:00"", ""endTime"": ""20:00""}], ""V"": [{""startTime"": ""09:00"", ""endTime"": ""20:00""}], ""S"": [{""startTime"": ""09:00"", ""endTime"": ""14:00""}], ""D"": []}",,,office@albionmedical.ro,https://albionmedical.ro,Str. Dimitrie Onciul,,14,Bucuresti,Bucuresti,,,"[""Boli Infectioase"", ""Endocrinologie"", ""Nutritie"", ""Psihiatrie"", ""Psihologie""]"
Alco San,"Clinica ALCO SAN - un centru medical de excelenta, care asigura asistenta medicala completa, specializata, profesionista, destinata mamei, copilului si familiei, in cel mai elevat si prietenos climat, cu ajutorul unei echipe medicale de prestigiu formata din cadre universitare, doctori in stiinte medicale, medici primari si medici specialisti, nume de prestigiu ale medicinei romanesti.",Clinica Medicala,,"{""label"": ""phone"", ""value"": ""021 - 211 41 12""}","[{""label"": ""phone"", ""value"": ""0755 050 055""}, {""label"": ""fax"", ""value"": ""021 - 211 41 13""}]",office@alcosan.ro,http://www.alcosan.ro,Str. Barbu Vacarescu,,67,Bucuresti,Bucuresti,,,"[""Genetica Medicala"", ""Medicina materno-fetala"", ""Obstetrica - Ginecologie"", ""Oftalmologie"", ""Pediatrie""]"
Alfa Medical Bailesti,"Investitiile in aparatura medicala moderna si performanta, largirea constanta a ariei de acoperire a serviciilor medicale, sunt destinate sa satisfaca din toate punctele de vedere pacientii care apeleaza la serviciile medicale oferite de noi. Cooptarea unei echipe de medici competenti si recunoscuti, cat si prezenta unui personal auxiliar bine pregatit sunt menite sa consolideaza locul ocupat de AlfaMedical pe piata de profil din Romania. Un aspect important al activitatii noastre este si educarea pacientilor in scopul prevenirii afectiunilor medicale, printr-o monitorizare continua a starii sanatatii. Prin neglijenta de care dau dovada majoritatea oamenilor, in conditiile stresului cotidian, se expun unui pericol considerabil de a agrava o afectiune, care intr-un stadiu initial ar fi fost mult mai simplu de vindecat. In acest context rolul nostru este acela de a informa corect pacientii cu privire la acest aspect foarte important.",Clinica Medicala,"{""L"": [{""startTime"": ""07:30"", ""endTime"": ""20:00""}], ""Ma"": [{""startTime"": ""07:30"", ""endTime"": ""20:00""}], ""Mi"": [{""startTime"": ""07:30"", ""endTime"": ""20:00""}], ""J"": [{""startTime"": ""07:30"", ""endTime"": ""20:00""}], ""V"": [{""startTime"": ""07:30"", ""endTime"": ""20:00""}], ""S"": [], ""D"": []}",,,contact@alfamedical.ro,http://alfamedical.ro,Str. Bailesti ,,8,Bucuresti,Bucuresti,,,"[""Oftalmologie"", ""Recuperare, Medicina Fizica si Balneologie""]"
Alfa Medical Izvorul Rece,"Investitiile in aparatura medicala moderna si performanta, largirea constanta a ariei de acoperire a serviciilor medicale, sunt destinate sa satisfaca din toate punctele de vedere pacientii care apeleaza la serviciile medicale oferite de noi. Cooptarea unei echipe de medici competenti si recunoscuti, cat si prezenta unui personal auxiliar bine pregatit sunt menite sa consolideaza locul ocupat de AlfaMedical pe piata de profil din Romania. Un aspect important al activitatii noastre este si educarea pacientilor in scopul prevenirii afectiunilor medicale, printr-o monitorizare continua a starii sanatatii. Prin neglijenta de care dau dovada majoritatea oamenilor, in conditiile stresului cotidian, se expun unui pericol considerabil de a agrava o afectiune, care intr-un stadiu initial ar fi fost mult mai simplu de vindecat. In acest context rolul nostru este acela de a informa corect pacientii cu privire la acest aspect foarte important.",Clinica Medicala,"{""L"": [{""startTime"": ""07:30"", ""endTime"": ""20:00""}], ""Ma"": [{""startTime"": ""07:30"", ""endTime"": ""20:00""}], ""Mi"": [{""startTime"": ""07:30"", ""endTime"": ""20:00""}], ""J"": [{""startTime"": ""07:30"", ""endTime"": ""20:00""}], ""V"": [{""startTime"": ""07:30"", ""endTime"": ""20:00""}], ""S"": [], ""D"": []}",,,contact@alfamedical.ro,http://alfamedical.ro,Str. Izvorul Rece,,12A,Bucuresti,Bucuresti,,"[""Rezultate analize - online""]","[""Cardiologie"", ""Dermatovenerologie"", ""Endocrinologie"", ""Medicina de Laborator (Analize medicale)"", ""Medicina Generala"", ""Medicina Interna"", ""Medicina Muncii"", ""Neurologie"", ""Obstetrica - Ginecologie"", ""Oftalmologie"", ""Ortopedie si Traumatologie"", ""Otorinolaringologie (ORL)"", ""Pediatrie"", ""Pneumologie"", ""Psihiatrie"", ""Psihologie"", ""Stomatologie""]"
Alfa Medical Oltenitei,"Investitiile in aparatura medicala moderna si performanta, largirea constanta a ariei de acoperire a serviciilor medicale, sunt destinate sa satisfaca din toate punctele de vedere pacientii care apeleaza la serviciile medicale oferite de noi. Cooptarea unei echipe de medici competenti si recunoscuti, cat si prezenta unui personal auxiliar bine pregatit sunt menite sa consolideaza locul ocupat de AlfaMedical pe piata de profil din Romania. Un aspect important al activitatii noastre este si educarea pacientilor in scopul prevenirii afectiunilor medicale, printr-o monitorizare continua a starii sanatatii. Prin neglijenta de care dau dovada majoritatea oamenilor, in conditiile stresului cotidian, se expun unui pericol considerabil de a agrava o afectiune, care intr-un stadiu initial ar fi fost mult mai simplu de vindecat. In acest context rolul nostru este acela de a informa corect pacientii cu privire la acest aspect foarte important.",Clinica Medicala,"{""L"": [{""startTime"": ""07:30"", ""endTime"": ""20:00""}], ""Ma"": [{""startTime"": ""07:30"", ""endTime"": ""20:00""}], ""Mi"": [{""startTime"": ""07:30"", ""endTime"": ""20:00""}], ""J"": [{""startTime"": ""07:30"", ""endTime"": ""20:00""}], ""V"": [{""startTime"": ""07:30"", ""endTime"": ""20:00""}], ""S"": [], ""D"": []}",,,contact@alfamedical.ro,http://alfamedical.ro,Sos. Oltenitei nr. 220 ,,220,Bucuresti,Bucuresti,bl. 8 sc. 2 ap. 58,,"[""Dermatovenerologie"", ""Oftalmologie"", ""Psihiatrie""]"
Alfa Medical Secuilor,"Investitiile in aparatura medicala moderna si performanta, largirea constanta a ariei de acoperire a serviciilor medicale, sunt destinate sa satisfaca din toate punctele de vedere pacientii care apeleaza la serviciile medicale oferite de noi. Cooptarea unei echipe de medici competenti si recunoscuti, cat si prezenta unui personal auxiliar bine pregatit sunt menite sa consolideaza locul ocupat de AlfaMedical pe piata de profil din Romania. Un aspect important al activitatii noastre este si educarea pacientilor in scopul prevenirii afectiunilor medicale, printr-o monitorizare continua a starii sanatatii. Prin neglijenta de care dau dovada majoritatea oamenilor, in conditiile stresului cotidian, se expun unui pericol considerabil de a agrava o afectiune, care intr-un stadiu initial ar fi fost mult mai simplu de vindecat. In acest context rolul nostru este acela de a informa corect pacientii cu privire la acest aspect foarte important.",Clinica Medicala,"{""L"": [{""startTime"": ""07:30"", ""endTime"": ""20:00""}], ""Ma"": [{""startTime"": ""07:30"", ""endTime"": ""20:00""}], ""Mi"": [{""startTime"": ""07:30"", ""endTime"": ""20:00""}], ""J"": [{""startTime"": ""07:30"", ""endTime"": ""20:00""}], ""V"": [{""startTime"": ""07:30"", ""endTime"": ""20:00""}], ""S"": [], ""D"": []}",,,contact@alfamedical.ro,http://alfamedical.ro,Str. Secuilor,,2,Bucuresti,Bucuresti,,,"[""Oftalmologie"", ""Stomatologie""]"
Alfa Medical Secuilor-Petrolului,,Clinica Medicala,"{""L"": [{""startTime"": ""07:30"", ""endTime"": ""20:00""}], ""Ma"": [{""startTime"": ""07:30"", ""endTime"": ""20:00""}], ""Mi"": [{""startTime"": ""07:30"", ""endTime"": ""20:00""}], ""J"": [{""startTime"": ""07:30"", ""endTime"": ""20:00""}], ""V"": [{""startTime"": ""07:30"", ""endTime"": ""20:00""}], ""S"": [], ""D"": []}",,,contact@alfamedical.ro,http://alfamedical.ro,Str.Petrolului,,2,Bucuresti,Bucuresti,,,
Alfa Medical Tulnici,"Investitiile in aparatura medicala moderna si performanta, largirea constanta a ariei de acoperire a serviciilor medicale, sunt destinate sa satisfaca din toate punctele de vedere pacientii care apeleaza la serviciile medicale oferite de noi. Cooptarea unei echipe de medici competenti si recunoscuti, cat si prezenta unui personal auxiliar bine pregatit sunt menite sa consolideaza locul ocupat de AlfaMedical pe piata de profil din Romania. Un aspect important al activitatii noastre este si educarea pacientilor in scopul prevenirii afectiunilor medicale, printr-o monitorizare continua a starii sanatatii. Prin neglijenta de care dau dovada majoritatea oamenilor, in conditiile stresului cotidian, se expun unui pericol considerabil de a agrava o afectiune, care intr-un stadiu initial ar fi fost mult mai simplu de vindecat. In acest context rolul nostru este acela de a informa corect pacientii cu privire la acest aspect foarte important.",Clinica Medicala,"{""L"": [{""startTime"": ""07:30"", ""endTime"": ""20:00""}], ""Ma"": [{""startTime"": ""07:30"", ""endTime"": ""20:00""}], ""Mi"": [{""startTime"": ""07:30"", ""endTime"": ""20:00""}], ""J"": [{""startTime"": ""07:30"", ""endTime"": ""20:00""}], ""V"": [{""startTime"": ""07:30"", ""endTime"": ""20:00""}], ""S"": [], ""D"": []}",,,contact@alfamedical.ro,http://alfamedical.ro,Str. Tulnici ,,6,Bucuresti,Bucuresti,bl. 45 sc. 1 ap. 3,,"[""Recuperare, Medicina Fizica si Balneologie""]"
Alma Clinic Falticeni,"Sanatate, trup si suflet - Clinica medicala pentru familia ta !",Clinica Medicala,"{""L"": [{""startTime"": ""07:30"", ""endTime"": ""19:00""}], ""Ma"": [{""startTime"": ""07:30"", ""endTime"": ""19:00""}], ""Mi"": [{""startTime"": ""07:30"", ""endTime"": ""19:00""}], ""J"": [{""startTime"": ""07:30"", ""endTime"": ""19:00""}], ""V"": [{""startTime"": ""07:30"", ""endTime"": ""19:00""}], ""S"": [{""startTime"": ""08:00"", ""endTime"": ""13:00""}], ""D"": []}","{""label"": ""phone"", ""value"": ""0330 - 100 323""}","[{""label"": ""phone"", ""value"": ""0754 471 246""}, {""label"": ""fax"", ""value"": ""0330 - 100 323""}]",office@almaclinic.ro,http://almaclinic.ro,"Str. Ana Ipatescu nr. 9ASuceava, Falticeni",,,,,,,"[""Alergologie si Imunologie Clinica"", ""Chirurgie Plastica, Estetica si Microchirurgie Reconstructiva"", ""Dermatovenerologie"", ""Endocrinologie"", ""Medicina de Laborator (Analize medicale)"", ""Medicina Interna"", ""Medicina Muncii"", ""Neurologie"", ""Obstetrica - Ginecologie"", ""Otorinolaringologie (ORL)"", ""Urologie""]"
Alma Clinic Suceava,,Clinica Medicala,,,,office@almaclinic.ro,https://almaclinic.ro,"Str. Vasile Alecsandri, Nr.8, Bl.3A, ParterSuceava, Suceava",Vasile Alecsandri,8,Suceava,Suceava,"Nr.8, Bl.3A, parter",,"[""Alergologie si Imunologie Clinica"", ""Cardiologie"", ""Chirurgie Vasculara"", ""Endocrinologie"", ""Gastroenterologie"", ""Medicina Interna"", ""Neurologie"", ""Obstetrica - Ginecologie"", ""Ortopedie si Traumatologie"", ""Otorinolaringologie (ORL)"", ""Pneumologie"", ""Psihologie"", ""Urologie""]"
Alpha Clinics Lugoj,"Echipa Centrului Medical de Obstetrica si Ginecologie Alpha Clinics din Lugoj, este o echipa tanara de medici specialisti orientata catre sanatatea si confortul pacientilor ei. Scopul nostru este sa asiguram tratamente profesioniste, de calitate, asociate cu programe de profilaxie care sa garanteze pe termen lung mentinerea starii dumneavoastra de sanatate. In cabinetul nostru ginecologic tinem pasul cu tot ce este nou in domeniu, medicii nostri fiind in permanenta instruiti cu tot ce este de actualitate. Pacientele noastre beneficiaza de consultatie, recomandari si tratamente si sunt atent consiliate, primesc informatii, si raspunsuri la eventualele intrebari. Personalul tanar si amabil va sta la dispozitie intr-o atmosfera prietenoasa si deschisa dialogului.",Clinica Medicala,"{""L"": [{""startTime"": ""11:00"", ""endTime"": ""18:00""}], ""Ma"": [{""startTime"": ""11:00"", ""endTime"": ""18:00""}], ""Mi"": [{""startTime"": ""11:00"", ""endTime"": ""18:00""}], ""J"": [{""startTime"": ""11:00"", ""endTime"": ""18:00""}], ""V"": [{""startTime"": ""11:00"", ""endTime"": ""18:00""}], ""S"": [], ""D"": []}",,,office@alpha-clinics.ro,http://www.alpha-clinics.ro,"Str. Bucegi nr. 11Timis, Lugoj",,,,,,,"[""Obstetrica - Ginecologie""]"
Alpha Clinics Timisoara,"Echipa Centrului Medical de Obstetrica si Ginecologie Alpha Clinics din Timisoara, este o echipa tanara de medici specialisti orientata catre sanatatea si confortul pacientilor ei. Scopul nostru este sa asiguram tratamente profesioniste, de calitate, asociate cu programe de profilaxie care sa garanteze pe termen lung mentinerea starii dumneavoastra de sanatate. In cabinetul nostru ginecologic tinem pasul cu tot ce este nou in domeniu, medicii nostri fiind in permanenta instruiti cu tot ce este de actualitate. Pacientele noastre beneficiaza de consultatie, recomandari si tratamente si sunt atent consiliate, primesc informatii, si raspunsuri la eventualele intrebari. Personalul tanar si amabil va sta la dispozitie intr-o atmosfera prietenoasa si deschisa dialogului.",Clinica Medicala,"{""L"": [{""startTime"": ""10:00"", ""endTime"": ""19:00""}], ""Ma"": [{""startTime"": ""10:00"", ""endTime"": ""19:00""}], ""Mi"": [{""startTime"": ""10:00"", ""endTime"": ""19:00""}], ""J"": [{""startTime"": ""10:00"", ""endTime"": ""19:00""}], ""V"": [{""startTime"": ""10:00"", ""endTime"": ""19:00""}], ""S"": [], ""D"": []}",,,office@alpha-clinics.ro,http://www.alpha-clinics.ro,"Str. Francesco Griselini nr. 1 ap. 2Timis, Timisoara",,,,,,,"[""Obstetrica - Ginecologie""]"
